year,id,work_status,hours_worked_last_week,works_for,marital_status,siblings,children,age,age_when_firstchild_born,years_education,degree,major,sex,race,residence_type,family_living_location_when_sixteen,family_income_when_sixteen,born_in_US,number_grandparents_born_outside_US,total_family_income,region_of_interview,party_id,remember_voting_in_2016,Hillary_or_Trump,if_you__would_have_ voted_who_for,political_views,money_space_exploration_program,money_improve_protect_environment,money_improve_protect_health,money_helping_bigcities,money_decrease_crime,money_addressing_drug_addiction,money_improving_education,money_improving_conditions_blacks,money_national_defense,money_on_foreign_aid,money_on_welfare,should_gov_reduce_income_inequality,permit_to_buy_gun,should be legal_marijuana,attend_religious_services,happiness,personal_health,sex_education_public_schools,premarital_sex,sometimes_hard_spanking_child_necessary,gun_in_home,read_newspaper
2022,773,full time,40,someone else,divorced,4,2,NA,34,18,graduate,finance,MALE,WHITE,medium-sized city (50-250k),pacific,below average,no,NA,NA,west south central,Democrat,voted,Clinton,NA,liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,favor,NA,about once or twice a year,pretty happy,good,in favor,not wrong at all,disagree,yes,every day
2022,774,other,NA,someone else,married,2,2,55,19,20,graduate,political science/international relations,FEMALE,WHITE,farm,west south central,below average,yes,0,"$170,000 or over",west south central,Independent/Democrat,voted,Clinton,NA,moderate/middle of road,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,oppose,NA,never,pretty happy,fair,NA,NA,NA,yes,NA
2022,775,keeping house,NA,someone else,married,4,2,31,26,14,associate,business administration,FEMALE,OTHER,large city (over 250k),foreign,average,no,4,$60k to $75k,west south central,Independent,NA,NA,NA,moderate/middle of road,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,several times a week,very happy,good,oppose,always wrong,agree,NA,never
2022,776,in school,NA,someone else,divorced,5,2,68,23,13,high school,NA,FEMALE,WHITE,medium-sized city (50-250k),west north central,below average,no,4,$35k to $40k,west south central,Democrat,voted,Clinton,NA,extremely liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,favor,NA,never,pretty happy,good,in favor,not wrong at all,strongly disagree,no,every day
2022,777,in school,NA,someone else,never married,NA,0,NA,NA,16,bachelors,NA,FEMALE,WHITE,small city or town,east north central,average,yes,NA,NA,west south central,Republican,voted,Trump,NA,extremely conservative,too much,about right,too little,about right,too little,too much,too little,too little,too little,too little,too little,1,NA,should not be legal,never,pretty happy,fair,in favor,wrong only sometimes,agree,NA,few times a week
2022,778,in school,NA,someone else,married,1,1,73,21,18,graduate,administrative science/public administration,MALE,WHITE,suburb near large city,west south central,average,yes,0,$75k to $90k,west south central,Independent,voted,Clinton,NA,slightly conservative,too little,too little,too little,about right,about right,about right,about right,about right,about right,about right,about right,NA,oppose,NA,2-3 times a month,pretty happy,good,in favor,not wrong at all,agree,yes,few times a week
2022,779,in school,NA,someone else,divorced,5,0,74,NA,16,bachelors,mathematics,MALE,WHITE,farm,west south central,far below average,yes,0,$60k to $75k,west south central,Republican,voted,Trump,NA,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,favor,NA,2-3 times a month,not too happy,good,NA,NA,NA,yes,NA
2022,780,in school,NA,someone else,married,1,2,69,34,19,graduate,education,FEMALE,WHITE,large city (over 250k),west south central,average,yes,2,$150k to $$35k to $40k0k,west south central,Democrat,voted,Clinton,NA,liberal,too much,too little,too little,too little,too little,too little,too little,too little,too little,about right,about right,5,favor,NA,about once or twice a year,not too happy,good,NA,NA,NA,no,NA
2022,781,in school,NA,NA,married,1,4,78,21,16,bachelors,education,FEMALE,WHITE,suburb near large city,west north central,average,yes,0,"$170,000 or over",west south central,Independent/Democrat,voted,Clinton,NA,slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,favor,NA,never,pretty happy,excellent,in favor,not wrong at all,disagree,no,every day
2022,782,other,NA,someone else,married,4,5,58,20,12,high school,NA,FEMALE,WHITE,small city or town,mountain,above average,yes,0,$130k to $150k,west south central,Republican,voted,Trump,NA,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oppose,NA,nearly every week,pretty happy,fair,in favor,not wrong at all,strongly agree,yes,never
2022,783,keeping house,NA,someone else,married,4,2,66,25,12,high school,NA,MALE,WHITE,medium-sized city (50-250k),west south central,below average,yes,3,$150k to $$35k to $40k0k,west south central,Republican,voted,Trump,NA,extremely conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,should not be legal,about once or twice a year,very happy,good,in favor,not wrong at all,agree,NA,never
2022,784,keeping house,NA,someone else,never married,1,0,21,NA,15,high school,NA,MALE,WHITE,medium-sized city (50-250k),west south central,average,yes,2,$110k to $130k,west south central,Republican,ineligible,NA,Trump,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,oppose,NA,nearly every week,not too happy,excellent,NA,NA,NA,no,NA
2022,785,full time,40,someone else,married,NA,NA,43,43,20,graduate,NA,FEMALE,WHITE,small city or town,west south central,NA,yes,NA,NA,west south central,Republican,NA,NA,NA,extremely conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,should be legal,about once a month,very happy,excellent,in favor,not wrong at all,agree,NA,every day
2022,786,full time,60,someone else,married,1,2,62,24,16,bachelors,business administration,MALE,WHITE,small city or town,west south central,average,yes,0,"$170,000 or over",west south central,Republican,voted,Trump,NA,conservative,too little,too much,about right,too little,too little,too little,too little,too much,too little,too much,too much,7,NA,NA,several times a year,very happy,fair,oppose,always wrong,agree,NA,less than once a week
2022,787,full time,47,someone else,married,0,4,40,32,15,high school,NA,MALE,WHITE,suburb near large city,west south central,below average,yes,NA,"$170,000 or over",west south central,Republican,voted,Clinton,NA,conservative,too little,too little,too little,about right,about right,too little,too little,too little,about right,too much,too little,NA,favor,NA,several times a year,pretty happy,good,in favor,not wrong at all,agree,yes,once a week
2022,788,full time,40,someone else,married,0,1,37,35,19,graduate,education,MALE,WHITE,small city or town,west south central,far below average,yes,0,"$170,000 or over",west south central,Independent/Republican,voted,Trump,NA,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,favor,NA,nearly every week,very happy,excellent,NA,NA,NA,yes,NA
2022,789,in school,NA,someone else,married,5,1,68,27,16,bachelors,business administration,MALE,WHITE,large city (over 250k),west north central,average,yes,2,$110k to $130k,west south central,Republican,voted,Trump,NA,slightly conservative,too little,about right,about right,too much,too little,about right,too little,about right,about right,too much,about right,4,NA,NA,several times a year,very happy,good,in favor,not wrong at all,agree,NA,less than once a week
2022,790,full time,51,someone else,married,2,1,39,39,16,graduate,physical education,MALE,WHITE,medium-sized city (50-250k),west south central,above average,yes,0,"$170,000 or over",west south central,Republican,did not vote,NA,Trump,moderate/middle of road,about right,about right,too much,too much,about right,too little,too little,too little,too much,too much,too much,6,favor,NA,several times a year,very happy,good,NA,NA,NA,no,NA
2022,791,full time,40,someone else,married,1,2,42,33,16,bachelors,finance,FEMALE,NA,suburb near large city,west south central,below average,no,4,$110k to $130k,west south central,Democrat,voted,Clinton,NA,slightly liberal,too much,too little,too little,about right,too little,too little,too little,about right,too much,about right,too much,NA,favor,NA,less than once a year,pretty happy,good,in favor,wrong only sometimes,strongly disagree,yes,few times a week
2022,792,full time,40,someone else,married,3,4,37,31,20,graduate,pharmacy,FEMALE,OTHER,medium-sized city (50-250k),pacific,average,yes,4,"$170,000 or over",west south central,Democrat,did not vote,NA,Clinton,slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,favor,should be legal,nearly every week,pretty happy,fair,NA,NA,NA,no,NA
2022,793,full time,40,someone else,married,1,0,61,NA,14,high school,NA,FEMALE,WHITE,small city or town,south atlantic,above average,yes,2,$110k to $130k,west south central,Republican,NA,NA,NA,moderate/middle of road,too little,too much,about right,about right,about right,too much,NA,too much,too little,too much,too much,7,NA,NA,never,very happy,good,in favor,not wrong at all,strongly agree,NA,never
2022,794,in school,NA,someone else,married,3,2,69,25,20,bachelors,home economics,FEMALE,OTHER,large city (over 250k),foreign,average,no,2,$60k to $75k,west south central,Independent/Democrat,did not vote,NA,Clinton,moderate/middle of road,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,favor,NA,every week,very happy,good,NA,NA,NA,no,NA
2022,795,part time,24,someone else,divorced,5,2,71,23,19,graduate,other,FEMALE,WHITE,medium-sized city (50-250k),middle atlantic,average,yes,0,$75k to $90k,west south central,Republican,voted,Clinton,NA,moderate/middle of road,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,favor,NA,several times a year,pretty happy,good,NA,NA,NA,no,NA
2022,796,in school,NA,someone else,divorced,2,2,73,30,17,bachelors,nursing,FEMALE,WHITE,large city (over 250k),west south central,below average,yes,2,$40k to $50k,west south central,Independent,voted,Clinton,NA,slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,about once or twice a year,pretty happy,good,in favor,not wrong at all,agree,NA,never
2022,797,full time,35,someone else,married,2,4,64,28,16,bachelors,agriculture/horticulture,MALE,WHITE,farm,west north central,far below average,yes,0,"$170,000 or over",west south central,Republican,voted,Trump,NA,extremely conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,favor,NA,every week,pretty happy,good,NA,NA,NA,yes,NA
2022,798,part time,21,someone else,married,1,1,70,39,16,bachelors,communications/speech,MALE,WHITE,large city (over 250k),west south central,average,yes,0,$60k to $75k,west south central,Republican,voted,Trump,NA,conservative,about right,too much,too little,about right,too little,about right,about right,about right,too little,too much,about right,5,NA,NA,about once a month,very happy,good,oppose,wrong only sometimes,agree,NA,every day
2022,799,in school,NA,someone else,divorced,1,1,70,38,16,bachelors,marketing,MALE,WHITE,large city (over 250k),west south central,average,yes,0,$40k to $50k,west south central,Republican,voted,Trump,NA,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,should not be legal,every week,not too happy,fair,in favor,not wrong at all,agree,NA,few times a week
2022,800,part time,20,someone else,married,6,4,55,26,17,bachelors,nursing,FEMALE,WHITE,suburb near large city,east north central,average,yes,4,"$170,000 or over",west south central,Republican,voted,Trump,NA,moderate/middle of road,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,favor,NA,every week,pretty happy,good,NA,NA,NA,no,NA
2022,801,in school,NA,someone else,divorced,0,0,69,NA,6,less than high school,NA,MALE,WHITE,open country but not a farm,west south central,below average,yes,0,$50k to $60k,west south central,Republican,did not vote,NA,Trump,moderate/middle of road,about right,too little,too little,NA,too little,too little,too little,about right,about right,about right,about right,3,favor,should not be legal,2-3 times a month,not too happy,poor,NA,NA,NA,no,NA
2022,802,full time,53,someone else,married,2,3,50,19,16,high school,NA,MALE,WHITE,farm,west south central,average,yes,0,$75k to $90k,west south central,Independent/Republican,voted,Trump,NA,extremely conservative,too little,too little,too little,too little,too little,too little,too little,too little,too little,too much,too much,5,NA,NA,about once or twice a year,very happy,excellent,in favor,not wrong at all,strongly agree,NA,never
2022,803,full time,0,someone else,married,6,3,41,22,12,high school,NA,MALE,WHITE,farm,west south central,average,yes,0,$150k to $$35k to $40k0k,west south central,Republican,voted,Trump,NA,extremely conservative,about right,too much,too much,too much,too little,too little,about right,NA,too little,too much,too much,NA,oppose,NA,every week,very happy,good,in favor,always wrong,strongly agree,yes,never
2022,804,in school,NA,someone else,widowed,2,2,77,18,11,less than high school,NA,FEMALE,WHITE,open country but not a farm,west south central,average,yes,0,$1k to $3k,west south central,Independent,voted,Clinton,NA,moderate/middle of road,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,less than once a year,pretty happy,good,in favor,not wrong at all,agree,NA,less than once a week
2022,805,full time,40,someone else,divorced,1,1,56,26,18,graduate,education,FEMALE,WHITE,open country but not a farm,west south central,average,yes,0,$60k to $75k,west south central,Democrat,voted,Clinton,NA,liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,favor,NA,never,pretty happy,good,NA,NA,NA,no,NA
2022,806,full time,60,self-employed,married,1,0,56,NA,20,bachelors,veterinary medicine,MALE,WHITE,small city or town,west north central,average,yes,0,$150k to $$35k to $40k0k,west south central,Republican,voted,Trump,NA,extremely conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oppose,NA,never,pretty happy,excellent,in favor,not wrong at all,strongly agree,NA,never
2022,807,keeping house,NA,NA,never married,3,3,19,NA,13,high school,NA,FEMALE,BLACK,large city (over 250k),west south central,below average,no,3,$5k to $6k,west south central,Independent,ineligible,NA,NA,extremely conservative,about right,too little,too much,too little,too little,too little,too little,too little,too much,too much,too little,NA,favor,NA,never,very happy,excellent,oppose,not wrong at all,strongly disagree,no,never
2022,808,part time,20,self-employed,married,2,2,40,22,13,high school,NA,MALE,BLACK,small city or town,west south central,below average,no,0,$50k to $60k,west south central,Independent,did not vote,NA,Other,moderate/middle of road,about right,about right,too little,too little,too little,too little,too little,too little,about right,too much,too little,NA,favor,NA,every week,very happy,good,in favor,always wrong,agree,no,never
2022,809,full time,38,someone else,married,4,4,41,21,14,associate,electronics,MALE,OTHER,large city (over 250k),south atlantic,average,no,4,$60k to $75k,west south central,Independent,voted,Clinton,NA,moderate/middle of road,too little,too little,too little,too little,too little,too little,too little,NA,NA,NA,too little,NA,favor,NA,never,pretty happy,good,in favor,not wrong at all,agree,yes,few times a week
2022,810,other,NA,someone else,never married,5,1,72,23,18,bachelors,biology,FEMALE,BLACK,open country but not a farm,west south central,below average,yes,0,$15k to $17.5k,west south central,Democrat,voted,Clinton,NA,moderate/middle of road,about right,too little,too little,too little,too little,too little,too little,too little,too little,about right,about right,3,oppose,should be legal,every week,pretty happy,fair,NA,NA,NA,no,NA
2022,811,keeping house,NA,someone else,never married,5,0,20,NA,12,high school,NA,FEMALE,WHITE,large city (over 250k),west south central,average,yes,3,$130k to $150k,west south central,Independent/Democrat,ineligible,NA,Clinton,liberal,about right,too little,too little,too little,too little,too little,too little,too little,too much,about right,NA,3,favor,should be legal,about once or twice a year,pretty happy,good,NA,NA,NA,NA,NA
2022,812,full time,40,someone else,never married,2,2,54,27,16,bachelors,philosophy,MALE,WHITE,medium-sized city (50-250k),south atlantic,far above average,yes,0,$50k to $60k,west south central,Independent/Republican,voted,Clinton,NA,slightly conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,oppose,NA,never,not too happy,excellent,NA,NA,NA,no,NA
