year,id,work_status,hours_worked_last_week,works_for,marital_status,siblings,children,age,age_when_firstchild_born,years_education,degree,major1,sex,race,residence_type_at16,residence_region_at16,reside_same_state_as16,living_with_parents_at16,family_income_at16,born_in_usa,number_grandparents_born_in_usa,number_in_household,number_in_household_under_six,number_in_household_6to12,number_in_household_13to17,adults,number_in_household_earning_money,total_family_income,region_of_interview,remember_voting_in_2016,Hillary_or_Trump,polviews,spending_on_space_exploration_program,spending_on_environmental_protection,spending_on_national_health,spending_on_bigcity_problems,spending_on_crime,spending_on_drug_addiction,spending_on_education,spending_on_childcare_assistance,spending_on_scientific_research,tax_amount,require_a_permit_before_gun_purchases,should_marijuana_be_legal,religious_preference,happiness,health,how_many_weeks_worked_last_year,ideal_number_children_in_family,sex_ed_in_public_schools,premarital_sex,teen_sex,sometimes_hard_spanking_child_necessary,gun_in_house,adult_hunter_in_household,how_often_read_newspaper,average_day_hours_tv,remember_voting_in_2020,Biden_or_Trump,lonely_without_internet,often_reads_political_opinions_they_disagree_with,often_accesses_nonroutine_political_news_sources,often_tries_to_confirm_info_with_other_sources,how_much_trust_people_met_online_only
2024,418,working part time,24,someone else,married,3,3,43,26,5 years of college,bachelor's,medical and health sciences and services,female,white,"in a small city or town (under 50,000)",midwest,"same state, different city",mother and stepparent,far below average,yes,none,iap,iap,iap,iap,2,2,"$25,000 or more",midwest,voted,trump,conservative,iap,iap,iap,iap,iap,iap,iap,about right,about right,iap,iap,should not be legal,catholic,pretty happy,good,52,no answer,favor,always wrong,always wrong,agree,iap,iap,never,0 hours,voted,trump,iap,iap,iap,iap,iap
2024,419,working full time,50,someone else,married,5,5,59,33,4 years of college,bachelor's,business,male,white,in a suburb near a large city,midwest,"same state, same city",both own parents,below average,no,four,iap,iap,iap,iap,4,3 or more,"$25,000 or more",midwest,voted,trump,conservative,iap,iap,iap,iap,iap,iap,iap,too little,too little,too high,favor,iap,protestant,pretty happy,good,50,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,voted,trump,iap,iap,iap,iap,iap
2024,420,retired,iap,someone else,never married,3,0,53,iap,4 years of college,bachelor's,computer and information sciences,female,white,"in a small city or town (under 50,000)",midwest,"same state, different city",both own parents,below average,yes,none,iap,iap,iap,iap,no answer,0,"$25,000 or more",midwest,voted,clinton,slightly liberal,iap,iap,iap,iap,iap,iap,iap,too much,too little,too high,favor,iap,catholic,pretty happy,good,48,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,voted,biden,iap,iap,iap,iap,iap
2024,421,keeping house,iap,someone else,never married,4,5,49,17 and younger,12th grade,high school,iap,female,black,"in a large city (over 250,000)",midwest,"same state, different city",mother only,far below average,yes,iap,2,0,0,1,1 adult in household,0,"$10,000 to $14,999",midwest,don't know,iap,"moderate, middle of the road",too much,too little,too little,too little,too little,too little,too little,too little,too much,too high,favor,iap,protestant,not too happy,fair,none or zero,as many as you want,favor,always wrong,always wrong,disagree,no,"no, neither r nor spouse hunts",never,2,don't know,iap,disagree,sometimes,often,very often,no trust at all
2024,422,working full time,40,someone else,married,1,1,40,33,4 years of college,bachelor's,business,female,white,"in a medium-size city (50,000-250,000)",midwest,"same state, different city",both own parents,above average,yes,four,iap,iap,iap,iap,2,2,"$25,000 or more",midwest,did not vote,iap,slightly conservative,iap,iap,iap,iap,iap,iap,iap,too little,about right,iap,iap,iap,none,pretty happy,excellent,48,2,favor,not wrong at all,not wrong at all,disagree,iap,iap,never,2,voted,trump,iap,iap,iap,iap,iap
2024,423,working full time,55,someone else,married,2,3,39,31,5 years of college,bachelor's,business,male,white,"in a medium-size city (50,000-250,000)",midwest,"same state, different city",both own parents,average,no,four,iap,iap,iap,iap,2,2,"$25,000 or more",midwest,ineligible,iap,slightly conservative,iap,iap,iap,iap,iap,iap,iap,about right,about right,iap,iap,should be legal,catholic,pretty happy,good,52,3,favor,not wrong at all,not wrong at all,disagree,iap,iap,never,2,voted,biden,iap,iap,iap,iap,iap
2024,424,retired,iap,someone else,married,4,3,60,22,12th grade,high school,iap,female,white,farm,midwest,different state,both own parents,average,yes,none,2,0,0,0,2,1,"$25,000 or more",midwest,did not vote,iap,"moderate, middle of the road",about right,about right,about right,too little,too little,about right,about right,too little,about right,iap,iap,don't know,catholic,pretty happy,good,none or zero,as many as you want,favor,not wrong at all,always wrong,disagree,iap,iap,every day,1,did not vote,iap,strongly disagree,rarely,sometimes,sometimes,3
2024,425,retired,iap,someone else,married,1,0,77,iap,12th grade,high school,iap,male,white,"in a large city (over 250,000)",midwest,"same state, different city",both own parents,average,yes,two,2,0,0,0,2,2,iap,midwest,voted,clinton,liberal,about right,too little,too little,too little,about right,about right,about right,about right,about right,iap,iap,iap,catholic,not too happy,fair,none or zero,2,favor,wrong only sometimes,always wrong,agree,iap,iap,every day,8,voted,don't know,disagree,often,sometimes,sometimes,8
2024,426,retired,iap,someone else,married,2,3,67,17 and younger,1 year of college,high school,iap,male,white,"in a medium-size city (50,000-250,000)",midwest,"same state, different city",both own parents,average,yes,none,iap,iap,iap,iap,2,1,"$25,000 or more",midwest,voted,trump,slightly conservative,iap,iap,iap,iap,iap,iap,iap,too little,about right,too high,favor,iap,none,not too happy,good,none or zero,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,voted,trump,iap,iap,iap,iap,iap
2024,427,working full time,40,someone else,married,2,4,45,27,5 years of college,bachelor's,business,male,white,"in a medium-size city (50,000-250,000)",midwest,"same state, different city",both own parents,below average,yes,none,iap,iap,iap,iap,2,3 or more,"$25,000 or more",midwest,voted,trump,conservative,iap,iap,iap,iap,iap,iap,iap,too much,about right,too high,favor,iap,protestant,very happy,good,52,3,favor,always wrong,always wrong,agree,yes,"no, neither r nor spouse hunts",less than once a week,2,voted,trump,strongly disagree,often,often,sometimes,5
2024,428,working full time,40,someone else,married,4,2,47,22,12th grade,high school,iap,male,iap,farm,foreign,different state,both own parents,below average,no,four,iap,iap,iap,iap,2,1,"$25,000 or more",midwest,did not vote,iap,"moderate, middle of the road",iap,iap,iap,iap,iap,iap,iap,too little,too little,iap,iap,should not be legal,protestant,pretty happy,good,52,3,oppose,not wrong at all,always wrong,agree,iap,iap,less than once a week,1,did not vote,iap,iap,iap,iap,iap,iap
2024,429,working full time,70,someone else,married,6 or more,2,43,26,9th grade,less than high school,iap,male,white,farm,foreign,different state,both own parents,below average,no,four,4,0,1,1,2,2,"$25,000 or more",midwest,voted,trump,"moderate, middle of the road",too much,too little,don't know,too little,too little,too little,too little,too much,too much,too high,favor,iap,catholic,not too happy,fair,52,3,favor,wrong only sometimes,wrong only sometimes,agree,no,"no, neither r nor spouse hunts",never,0 hours,did not vote,iap,strongly disagree,never,never,never,no trust at all
2024,430,working full time,9,someone else,married,2,2,46,28,5 years of college,bachelor's,education administration and teaching,female,white,"in a small city or town (under 50,000)",midwest,"same state, different city",both own parents,average,yes,none,4,0,1,0,3,3 or more,"$25,000 or more",midwest,did not vote,iap,slightly conservative,about right,about right,too little,too little,too little,too little,too little,too little,too little,about right,favor,should not be legal,protestant,pretty happy,good,36,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,did not vote,iap,iap,iap,iap,iap,iap
2024,431,retired,iap,someone else,widowed,1,3,53,26,2 years of college,high school,iap,female,white,"in a small city or town (under 50,000)",midwest,different state,both own parents,above average,yes,none,2,0,0,0,2,1,"$25,000 or more",midwest,did not vote,iap,"moderate, middle of the road",about right,about right,too little,too much,too little,too little,too little,about right,too little,iap,iap,iap,protestant,pretty happy,good,none or zero,4,favor,not wrong at all,skipped on web,disagree,iap,iap,never,8,voted,trump,iap,iap,iap,iap,iap
2024,432,working full time,65,someone else,widowed,5,0,65,iap,4 years of college,graduate,other,female,white,"in a small city or town (under 50,000)",northeast,different state,mother and stepparent,above average,yes,one,iap,iap,iap,iap,1 adult in household,1,"$25,000 or more",south,voted,clinton,"moderate, middle of the road",iap,iap,iap,iap,iap,iap,iap,too little,about right,about right,favor,iap,protestant,pretty happy,good,52,as many as you want,favor,not wrong at all,almost always wrong,disagree,yes,"no, neither r nor spouse hunts",a few times a week,3,voted,biden,neither agree nor disagree,sometimes,sometimes,often,3
2024,433,other,iap,self-employed,divorced,3,2,58,23,1 year of college,high school,iap,female,white,"in a small city or town (under 50,000)",midwest,different state,both own parents,average,yes,none,1,0,0,0,1 adult in household,1,"$10,000 to $14,999",south,voted,trump,"moderate, middle of the road",about right,too little,too little,about right,about right,about right,about right,about right,about right,too high,oppose,iap,protestant,pretty happy,good,47,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,voted,trump,iap,iap,iap,iap,iap
2024,434,working full time,50,someone else,married,2,4,47,28,4 years of college,bachelor's,history,male,white,in a suburb near a large city,south,"same state, different city",both own parents,below average,yes,none,iap,iap,iap,iap,3,3 or more,"$25,000 or more",south,voted,other candidate,"moderate, middle of the road",iap,iap,iap,iap,iap,iap,iap,too much,about right,about right,favor,iap,protestant,pretty happy,fair,52,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,voted,other candidate,iap,iap,iap,iap,iap
2024,435,working full time,50,someone else,married,3,2,45,35,2 years of college,high school,iap,male,black,"in a medium-size city (50,000-250,000)",west,different state,mother and stepparent,below average,yes,none,4,0,2 or more,0,2,1,"$25,000 or more",south,voted,clinton,conservative,too little,about right,too little,too little,too little,too little,too little,too little,too little,about right,favor,iap,protestant,pretty happy,excellent,52,iap,iap,iap,iap,iap,yes,"no, neither r nor spouse hunts",iap,iap,voted,biden,iap,iap,iap,iap,iap
2024,436,retired,iap,someone else,married,2,2,67,45 and older,5 years of college,bachelor's,social sciences,male,white,in a suburb near a large city,west,different state,both own parents,average,yes,none,iap,iap,iap,iap,2,2,"$25,000 or more",south,voted,trump,slightly conservative,iap,iap,iap,iap,iap,iap,iap,too little,too little,too high,oppose,iap,protestant,pretty happy,excellent,3,as many as you want,favor,not wrong at all,wrong only sometimes,strongly disagree,yes,"no, neither r nor spouse hunts",every day,2,voted,trump,strongly disagree,often,sometimes,often,4
2024,437,working full time,36,someone else,married,3,2,37,20,1 year of college,high school,iap,female,other,in a suburb near a large city,south,different state,mother only,far below average,no,four,4,1,0,1,2,2,"$25,000 or more",south,voted,clinton,extremely liberal,about right,too little,too little,too little,too little,too little,too little,about right,don't know,iap,iap,should not be legal,protestant,very happy,excellent,52,2,favor,not wrong at all,always wrong,strongly agree,iap,iap,never,2,voted,trump,agree,very often,rarely,very often,no trust at all
2024,438,retired,iap,someone else,married,3,4,60,33,5 years of college,graduate,social sciences,male,white,in a suburb near a large city,south,"same state, different city",both own parents,below average,yes,four,2,0,0,0,2,2,"$25,000 or more",south,voted,trump,slightly conservative,too much,about right,about right,about right,about right,too much,too much,too much,about right,too high,favor,iap,catholic,pretty happy,fair,52,as many as you want,oppose,always wrong,always wrong,agree,no,"no, neither r nor spouse hunts",a few times a week,1,voted,trump,disagree,sometimes,often,often,6
2024,439,retired,iap,someone else,married,5,1,74,20,4 years of college,graduate,business,female,black,in a suburb near a large city,northeast,different state,both own parents,below average,yes,none,iap,iap,iap,iap,2,0,"$25,000 or more",south,voted,clinton,liberal,iap,iap,iap,iap,iap,iap,iap,too little,about right,too high,favor,iap,protestant,pretty happy,good,none or zero,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,voted,biden,iap,iap,iap,iap,iap
2024,440,retired,iap,someone else,married,6 or more,3,70,26,12th grade,high school,iap,female,black,"in a small city or town (under 50,000)",foreign,different state,both own parents,average,no,no answer,4,0,1,0,2,0,"$25,000 or more",south,voted,clinton,"moderate, middle of the road",about right,too little,skipped on web,about right,too little,skipped on web,skipped on web,too little,about right,about right,favor,iap,catholic,very happy,fair,none or zero,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,voted,biden,iap,iap,iap,iap,iap
2024,441,working full time,40,someone else,divorced,2,0,66,iap,4 years of college,bachelor's,business,female,black,in a suburb near a large city,south,"same state, different city",both own parents,average,yes,none,iap,iap,iap,iap,1 adult in household,1,"$25,000 or more",south,voted,clinton,"moderate, middle of the road",iap,iap,iap,iap,iap,iap,iap,too little,about right,too high,favor,iap,protestant,pretty happy,fair,50,2,favor,not wrong at all,always wrong,strongly agree,no,"no, neither r nor spouse hunts",never,4,voted,biden,strongly disagree,never,never,never,no trust at all
